MSSV,HoTen,Khoa,KhoaHoc,GPA_TichLuy,TinChiTichLuy,XepLoai
SV20210927,Trần Lan Ngọc,Kinh tế số,K66,2.1,58,Cần cải thiện
SV20210928,Nguyễn Bình Hân,Công nghệ thông tin,K64,2.8,121,Khá tích cực
SV20210929,Lê Long Chi,Kinh tế số,K65,2.3,49,Cần cải thiện
SV20210930,Hồ My Hải,Kinh tế số,K66,2.9,83,Khá tích cực
SV20210931,Hồ Hương Lan,Công nghệ thông tin,K64,1.6,28,Cần cải thiện
SV20210932,Hồ Linh Vy,Công nghệ thông tin,K65,2.6,80,Khá tích cực
SV20210933,Bùi An Ngọc,Công nghệ thông tin,K66,2.7,132,Khá tích cực
SV20210934,Trần Bình Quân,Công nghệ thông tin,K64,2.6,90,Khá tích cực
SV20210935,Hoàng Dũng Phúc,Công nghệ thông tin,K65,3.1,98,Khá tích cực
SV20210936,Hồ Hân Dũng,Công nghệ thông tin,K66,3.2,126,Khá
SV20210937,Vũ Long Dũng,Kinh tế số,K64,2.8,111,Khá tích cực
SV20210938,Trần Lan Quân,Kỹ thuật dữ liệu,K65,2.6,78,Khá tích cực
SV20210939,Vũ Ngọc Bình,Kỹ thuật dữ liệu,K66,2.5,99,Khá tích cực
SV20210940,Đỗ Minh Khánh,Công nghệ thông tin,K64,3.5,107,Khá
SV20210941,Bùi Trang Trang,Công nghệ thông tin,K65,3.3,84,Khá
SV20210942,Nguyễn Hà Trang,Kỹ thuật dữ liệu,K66,2.3,64,Cần cải thiện
SV20210943,Đặng My Hà,Công nghệ thông tin,K64,1.9,59,Cần cải thiện
SV20210944,Bùi Bình Trang,Kinh tế số,K65,2.0,34,Cần cải thiện
SV20210945,Đỗ Hải Hương,Công nghệ thông tin,K66,3.0,106,Khá tích cực
SV20210946,Đỗ Bình Chi,Kỹ thuật dữ liệu,K64,3.4,121,Khá
SV20210947,Đặng Bình Minh,Công nghệ thông tin,K65,2.6,60,Khá tích cực
SV20210948,Bùi Bình Lan,Kinh tế số,K66,2.8,79,Khá tích cực
SV20210949,Đặng Vy Quân,Công nghệ thông tin,K64,3.2,99,Khá
SV20210950,Vũ An An,Kinh tế số,K65,3.2,114,Khá
SV20210951,Phạm Hương Dũng,Công nghệ thông tin,K66,2.3,80,Cần cải thiện
SV20210952,Đỗ Quân My,Kinh tế số,K64,1.7,28,Cần cải thiện
SV20210953,Hồ Trang Lan,Kinh tế số,K65,2.2,65,Cần cải thiện
SV20210954,Hoàng Khánh Long,Công nghệ thông tin,K66,2.3,56,Cần cải thiện
SV20210955,Hồ Trang Minh,Kinh tế số,K64,3.0,95,Khá tích cực
SV20210956,Đặng Chi Trang,Kỹ thuật dữ liệu,K65,3.0,47,Khá tích cực
SV20210957,Vũ Hương Nam,Công nghệ thông tin,K66,2.7,83,Khá tích cực
SV20210958,Đỗ Khánh Phúc,Công nghệ thông tin,K64,3.7,99,Xuất sắc
SV20210959,Bùi Khánh Hân,Kỹ thuật dữ liệu,K65,2.4,85,Cần cải thiện
SV20210960,Hoàng Phúc Hân,Kinh tế số,K66,2.6,76,Khá tích cực
SV20210961,Trần Nam Giang,Công nghệ thông tin,K64,3.4,89,Khá
SV20210962,Phạm Chi Dũng,Kinh tế số,K65,2.3,65,Cần cải thiện
SV20210963,Đỗ Hân Ngọc,Kỹ thuật dữ liệu,K66,2.9,86,Khá tích cực
SV20210964,Vũ Giang Bình,Công nghệ thông tin,K64,2.5,47,Khá tích cực
SV20210965,Bùi Quân My,Công nghệ thông tin,K65,2.9,92,Khá tích cực
SV20210966,Phạm Dũng Bình,Công nghệ thông tin,K66,2.5,52,Khá tích cực
SV20210967,Đỗ Chi Hà,Kỹ thuật dữ liệu,K64,1.6,28,Cần cải thiện
SV20210968,Phạm Khánh Hà,Kinh tế số,K65,2.3,84,Cần cải thiện
SV20210969,Hoàng Hương Chi,Công nghệ thông tin,K66,2.7,75,Khá tích cực
SV20210970,Trần Vy Dũng,Công nghệ thông tin,K64,3.1,108,Khá tích cực
SV20210971,Hồ Giang Hương,Kinh tế số,K65,2.2,81,Cần cải thiện
SV20210972,Bùi Long Giang,Kỹ thuật dữ liệu,K66,3.1,81,Khá tích cực
SV20210973,Phạm Nam Minh,Công nghệ thông tin,K64,2.3,105,Cần cải thiện
SV20210974,Hồ Phúc Lan,Công nghệ thông tin,K65,2.8,101,Khá tích cực
SV20210975,Đỗ Linh Nam,Kỹ thuật dữ liệu,K66,2.5,87,Khá tích cực
SV20210976,Lê Bình Bình,Kinh tế số,K64,1.9,43,Cần cải thiện
SV20210977,Nguyễn Giang Minh,Công nghệ thông tin,K65,2.9,97,Khá tích cực
SV20210978,Đặng Chi Dũng,Công nghệ thông tin,K66,3.1,84,Khá tích cực
SV20210979,Vũ Khánh Bình,Kỹ thuật dữ liệu,K64,2.7,73,Khá tích cực
SV20210980,Vũ Trang Nam,Kỹ thuật dữ liệu,K65,2.9,70,Khá tích cực
SV20210981,Đặng Chi My,Công nghệ thông tin,K66,2.9,110,Khá tích cực
SV20210982,Đỗ Quân Vy,Kỹ thuật dữ liệu,K64,3.5,108,Khá
SV20210983,Nguyễn My Hương,Công nghệ thông tin,K65,2.7,90,Khá tích cực
SV20210984,Đặng Chi Hân,Kinh tế số,K66,3.8,94,Xuất sắc
SV20210985,Đỗ Chi Vy,Công nghệ thông tin,K64,2.6,103,Khá tích cực
SV20210986,Bùi Long My,Kỹ thuật dữ liệu,K65,2.8,83,Khá tích cực
SV20210987,Đặng Khánh Long,Công nghệ thông tin,K66,3.5,87,Khá
SV20210988,Đỗ Lan My,Công nghệ thông tin,K64,2.9,43,Khá tích cực
SV20210989,Phạm Vy Phúc,Kỹ thuật dữ liệu,K65,2.6,79,Khá tích cực
SV20210990,Bùi Dũng Hà,Kinh tế số,K66,2.3,81,Cần cải thiện
SV20210991,Phạm Khánh Ngọc,Kinh tế số,K64,2.9,98,Khá tích cực
SV20210992,Hoàng Ngọc Vy,Kinh tế số,K65,3.1,111,Khá tích cực
SV20210993,Nguyễn Dũng Quân,Công nghệ thông tin,K66,2.5,61,Khá tích cực
SV20210994,Bùi Quân Dũng,Kinh tế số,K64,2.5,83,Khá tích cực
SV20210995,Hồ Giang Trang,Công nghệ thông tin,K65,3.1,85,Khá tích cực
SV20210996,Đặng Phúc Chi,Kinh tế số,K66,2.9,87,Khá tích cực
SV20210997,Đặng Lan Long,Kỹ thuật dữ liệu,K64,2.6,67,Khá tích cực
SV20210998,Bùi Bình Hải,Kỹ thuật dữ liệu,K65,2.5,76,Khá tích cực
SV20210999,Bùi An Ngọc,Công nghệ thông tin,K66,3.7,124,Xuất sắc
SV20211000,Hồ Hân Long,Công nghệ thông tin,K64,2.0,43,Cần cải thiện
SV20211001,Vũ Dũng Linh,Công nghệ thông tin,K65,3.3,91,Khá
SV20211002,Hồ My Hương,Công nghệ thông tin,K66,3.1,75,Khá tích cực
SV20211003,Phạm Minh Vy,Kinh tế số,K64,3.9,126,Xuất sắc
SV20211004,Bùi Khánh Dũng,Công nghệ thông tin,K65,2.6,79,Khá tích cực
SV20211005,Phạm Khánh Vy,Kinh tế số,K66,2.2,51,Cần cải thiện
SV20211006,Hoàng Giang Quân,Công nghệ thông tin,K64,3.8,125,Xuất sắc
SV20211007,Nguyễn Hương Phúc,Công nghệ thông tin,K65,2.8,57,Khá tích cực
SV20211008,Nguyễn Lan Nam,Kinh tế số,K66,2.5,82,Khá tích cực
SV20211009,Hoàng Lan Chi,Công nghệ thông tin,K64,2.7,115,Khá tích cực
SV20211010,Phạm Chi An,Kỹ thuật dữ liệu,K65,1.6,28,Cần cải thiện
SV20211011,Trần Trang An,Kinh tế số,K66,2.2,66,Cần cải thiện
SV20211012,Hồ Linh Hải,Công nghệ thông tin,K64,2.4,85,Cần cải thiện
SV20211013,Phạm Minh Hải,Công nghệ thông tin,K65,2.4,73,Cần cải thiện
SV20211014,Đặng Nam Hải,Công nghệ thông tin,K66,2.4,87,Cần cải thiện
SV20211015,Đỗ An Quân,Kinh tế số,K64,1.8,55,Cần cải thiện
SV20211016,Hoàng Khánh Vy,Công nghệ thông tin,K65,2.2,99,Cần cải thiện
SV20211017,Bùi Chi Khánh,Công nghệ thông tin,K66,2.0,74,Cần cải thiện
SV20211018,Đỗ Quân Linh,Công nghệ thông tin,K64,3.8,114,Xuất sắc
SV20211019,Trần Hương Nam,Công nghệ thông tin,K65,3.2,100,Khá
SV20211020,Phạm An An,Kỹ thuật dữ liệu,K66,2.9,99,Khá tích cực
SV20211021,Nguyễn Khánh Chi,Kinh tế số,K64,3.2,115,Khá
SV20211022,Nguyễn An Hà,Kinh tế số,K65,1.8,55,Cần cải thiện
SV20211023,Vũ Vy Dũng,Công nghệ thông tin,K66,3.2,115,Khá
SV20211024,Hồ Phúc Long,Công nghệ thông tin,K64,2.4,93,Cần cải thiện
SV20211025,Nguyễn Phúc Quân,Công nghệ thông tin,K65,2.6,94,Khá tích cực
SV20211026,Hoàng Bình Long,Kinh tế số,K66,3.3,73,Khá
SV20211027,Nguyễn Giang Hân,Công nghệ thông tin,K64,3.3,81,Khá
SV20211028,Nguyễn Khánh Dũng,Công nghệ thông tin,K65,3.6,93,Xuất sắc
SV20211029,Hồ Hà Dũng,Công nghệ thông tin,K66,1.6,39,Cần cải thiện
SV20211030,Đặng Hân Hải,Công nghệ thông tin,K64,2.8,63,Khá tích cực
SV20211031,Nguyễn Hà Hương,Công nghệ thông tin,K65,2.4,70,Cần cải thiện
SV20211032,Đặng Trang My,Kinh tế số,K66,3.0,57,Khá tích cực
SV20211033,Phạm Linh Nam,Công nghệ thông tin,K64,2.0,52,Cần cải thiện
SV20211034,Lê Vy Lan,Kinh tế số,K65,2.9,85,Khá tích cực
SV20211035,Phạm Nam Trang,Kinh tế số,K66,3.0,104,Khá tích cực
SV20211036,Đặng Vy Ngọc,Công nghệ thông tin,K64,3.4,92,Khá
SV20211037,Vũ Linh Lan,Kinh tế số,K65,3.7,104,Xuất sắc
SV20211038,Đỗ Lan Minh,Kinh tế số,K66,2.1,28,Cần cải thiện
SV20211039,Phạm My Linh,Công nghệ thông tin,K64,3.4,101,Khá
SV20211040,Nguyễn Vy An,Kinh tế số,K65,2.6,97,Khá tích cực
SV20211041,Bùi Long Giang,Công nghệ thông tin,K66,2.7,38,Khá tích cực
SV20211042,Hồ My Vy,Công nghệ thông tin,K64,1.8,39,Cần cải thiện
SV20211043,Hoàng Bình Chi,Công nghệ thông tin,K65,2.8,70,Khá tích cực
SV20211044,Vũ Trang Lan,Kỹ thuật dữ liệu,K66,2.6,79,Khá tích cực
SV20211045,Lê Hương Hải,Kỹ thuật dữ liệu,K64,3.0,63,Khá tích cực
SV20211046,Hoàng Vy Ngọc,Công nghệ thông tin,K65,3.8,125,Xuất sắc
SV20211047,Hoàng Hà Quân,Kinh tế số,K66,3.0,60,Khá tích cực
SV20211048,Trần Linh Dũng,Kinh tế số,K64,3.8,116,Xuất sắc
SV20211049,Nguyễn Bình Linh,Công nghệ thông tin,K65,3.0,92,Khá tích cực
SV20211050,Đỗ Long Khánh,Công nghệ thông tin,K66,3.4,105,Khá
SV20211051,Bùi Quân Hà,Công nghệ thông tin,K64,2.4,61,Cần cải thiện
SV20211052,Hồ Ngọc Chi,Kinh tế số,K65,2.1,70,Cần cải thiện
SV20211053,Hồ Phúc Giang,Kỹ thuật dữ liệu,K66,2.8,86,Khá tích cực
SV20211054,Nguyễn Giang Ngọc,Công nghệ thông tin,K64,3.1,51,Khá tích cực
SV20211055,Đặng Bình My,Công nghệ thông tin,K65,2.7,87,Khá tích cực
SV20211056,Đỗ Dũng An,Công nghệ thông tin,K66,2.8,53,Khá tích cực
SV20211057,Phạm Dũng Hân,Công nghệ thông tin,K64,2.4,99,Cần cải thiện
SV20211058,Hoàng My Vy,Kinh tế số,K65,2.8,60,Khá tích cực
SV20211059,Lê Chi Trang,Công nghệ thông tin,K66,3.8,132,Xuất sắc
SV20211060,Vũ Hải Vy,Công nghệ thông tin,K64,3.0,121,Khá tích cực
SV20211061,Trần Quân My,Công nghệ thông tin,K65,2.4,78,Cần cải thiện
SV20211062,Phạm Giang Ngọc,Công nghệ thông tin,K66,2.3,62,Cần cải thiện
SV20211063,Đặng Hà Trang,Công nghệ thông tin,K64,2.7,81,Khá tích cực
SV20211064,Hồ An Hà,Công nghệ thông tin,K65,3.0,83,Khá tích cực
SV20211065,Nguyễn Nam Lan,Công nghệ thông tin,K66,3.0,81,Khá tích cực
SV20211066,Đặng Hà An,Kỹ thuật dữ liệu,K64,2.9,96,Khá tích cực
SV20211067,Đặng Vy Dũng,Công nghệ thông tin,K65,3.1,92,Khá tích cực
SV20211068,Nguyễn Bình Hương,Kỹ thuật dữ liệu,K66,2.0,72,Cần cải thiện
SV20211069,Lê Linh Lan,Công nghệ thông tin,K64,2.7,74,Khá tích cực
SV20211070,Bùi Khánh Khánh,Kinh tế số,K65,2.2,60,Cần cải thiện
SV20211071,Đặng Dũng Linh,Kỹ thuật dữ liệu,K66,2.5,64,Khá tích cực
SV20211072,Phạm Hân Lan,Kinh tế số,K64,2.6,83,Khá tích cực
SV20211073,Hoàng Giang Hân,Kỹ thuật dữ liệu,K65,2.8,67,Khá tích cực
SV20211074,Bùi Khánh Hân,Công nghệ thông tin,K66,2.5,75,Khá tích cực
SV20211075,Nguyễn Dũng Khánh,Kỹ thuật dữ liệu,K64,2.0,69,Cần cải thiện
SV20211076,Nguyễn Dũng Lan,Kinh tế số,K65,2.3,55,Cần cải thiện
SV20211077,Phạm Giang Giang,Công nghệ thông tin,K66,2.7,81,Khá tích cực
SV20211078,Hoàng My Bình,Kỹ thuật dữ liệu,K64,3.8,114,Xuất sắc
SV20211079,Lê Long Quân,Kỹ thuật dữ liệu,K65,2.3,55,Cần cải thiện
SV20211080,Hoàng Khánh Dũng,Công nghệ thông tin,K66,2.5,85,Khá tích cực
SV20211081,Bùi Hải Linh,Công nghệ thông tin,K64,3.0,75,Khá tích cực
SV20211082,Hồ Khánh Dũng,Công nghệ thông tin,K65,3.4,57,Khá
SV20211083,Lê Linh Nam,Kinh tế số,K66,2.5,59,Khá tích cực
SV20211084,Phạm Hương Hân,Công nghệ thông tin,K64,3.1,101,Khá tích cực
SV20211085,Bùi Dũng Ngọc,Công nghệ thông tin,K65,3.4,120,Khá
SV20211086,Phạm Quân Chi,Công nghệ thông tin,K66,2.3,28,Cần cải thiện
SV20211087,Hồ Hương Chi,Kinh tế số,K64,3.0,91,Khá tích cực
SV20211088,Bùi Vy An,Kỹ thuật dữ liệu,K65,2.8,79,Khá tích cực
SV20211089,Đặng Trang My,Kỹ thuật dữ liệu,K66,2.7,82,Khá tích cực
SV20211090,Bùi Bình Linh,Công nghệ thông tin,K64,2.1,47,Cần cải thiện
SV20211091,Phạm Nam Long,Kỹ thuật dữ liệu,K65,3.0,94,Khá tích cực
SV20211092,Trần Long Giang,Kỹ thuật dữ liệu,K66,2.6,63,Khá tích cực
SV20211093,Trần Vy Linh,Công nghệ thông tin,K64,2.4,80,Cần cải thiện
SV20211094,Vũ Bình Nam,Kỹ thuật dữ liệu,K65,3.0,99,Khá tích cực
SV20211095,Phạm Trang Hà,Công nghệ thông tin,K66,3.8,93,Xuất sắc
SV20211096,Nguyễn Giang Giang,Công nghệ thông tin,K64,1.9,47,Cần cải thiện
SV20211097,Lê Ngọc Hà,Công nghệ thông tin,K65,2.6,54,Khá tích cực
SV20211098,Phạm Khánh Ngọc,Kỹ thuật dữ liệu,K66,3.2,75,Khá
SV20211099,Trần Minh Dũng,Kinh tế số,K64,2.8,110,Khá tích cực
SV20211100,Hồ Trang Trang,Công nghệ thông tin,K65,2.8,89,Khá tích cực
SV20211101,Hoàng Giang Dũng,Công nghệ thông tin,K66,3.1,89,Khá tích cực
SV20211102,Đặng An Khánh,Công nghệ thông tin,K64,2.8,76,Khá tích cực
SV20211103,Hoàng Phúc Hải,Công nghệ thông tin,K65,2.8,74,Khá tích cực
SV20211104,Đặng Bình Chi,Công nghệ thông tin,K66,3.1,91,Khá tích cực
SV20211105,Hoàng Phúc Hân,Kinh tế số,K64,2.3,58,Cần cải thiện
SV20211106,Lê Linh Long,Công nghệ thông tin,K65,3.0,101,Khá tích cực
SV20211107,Trần An My,Công nghệ thông tin,K66,2.6,52,Khá tích cực
SV20211108,Đặng An Vy,Kinh tế số,K64,3.2,100,Khá
SV20211109,Phạm Quân Bình,Công nghệ thông tin,K65,3.0,97,Khá tích cực
SV20211110,Hoàng Linh Khánh,Kinh tế số,K66,3.0,96,Khá tích cực
SV20211111,Đỗ Hải Nam,Công nghệ thông tin,K64,3.5,82,Khá
SV20211112,Đặng Dũng Hân,Công nghệ thông tin,K65,2.5,73,Khá tích cực
SV20211113,Đỗ Nam Vy,Kinh tế số,K66,3.2,84,Khá
SV20211114,Hồ Quân Hà,Công nghệ thông tin,K64,3.6,104,Xuất sắc
SV20211115,Đặng Giang Long,Công nghệ thông tin,K65,3.0,65,Khá tích cực
SV20211116,Đặng Dũng Giang,Kinh tế số,K66,2.8,102,Khá tích cực
SV20211117,Lê Dũng Vy,Kỹ thuật dữ liệu,K64,2.6,69,Khá tích cực
SV20211118,Lê An Giang,Công nghệ thông tin,K65,3.5,120,Khá
SV20211119,Phạm Ngọc Trang,Kinh tế số,K66,3.5,84,Khá
SV20211120,Nguyễn My Phúc,Công nghệ thông tin,K64,2.4,65,Cần cải thiện
SV20211121,Bùi Hân Hân,Kỹ thuật dữ liệu,K65,2.7,83,Khá tích cực
SV20211122,Trần Nam Linh,Công nghệ thông tin,K66,2.1,57,Cần cải thiện
SV20211123,Bùi Quân Giang,Kinh tế số,K64,2.2,65,Cần cải thiện
SV20211124,Hoàng Hân Linh,Công nghệ thông tin,K65,2.3,79,Cần cải thiện
SV20211125,Phạm Vy An,Công nghệ thông tin,K66,3.5,81,Khá
SV20211126,Phạm Quân Phúc,Công nghệ thông tin,K64,2.3,64,Cần cải thiện
SV20211127,Đặng Long Chi,Kinh tế số,K65,2.5,57,Khá tích cực
SV20211128,Bùi Hà Hải,Công nghệ thông tin,K66,2.8,98,Khá tích cực
SV20211129,Bùi Hân Hà,Công nghệ thông tin,K64,3.1,108,Khá tích cực
SV20211130,Lê Trang Hương,Kỹ thuật dữ liệu,K65,2.4,38,Cần cải thiện
SV20211131,Đỗ Khánh An,Công nghệ thông tin,K66,2.4,97,Cần cải thiện
SV20211132,Nguyễn Chi Bình,Kinh tế số,K64,2.9,78,Khá tích cực
SV20211133,Bùi Dũng Linh,Kinh tế số,K65,3.0,98,Khá tích cực
SV20211134,Vũ Vy Quân,Công nghệ thông tin,K66,2.5,45,Khá tích cực
SV20211135,Trần Hà Long,Công nghệ thông tin,K64,2.8,76,Khá tích cực
SV20211136,Vũ Giang Hương,Công nghệ thông tin,K65,2.9,63,Khá tích cực
SV20211137,Bùi Hương Hải,Công nghệ thông tin,K66,3.1,90,Khá tích cực
SV20211138,Trần Lan Ngọc,Kinh tế số,K64,2.3,67,Cần cải thiện
SV20211139,Vũ Hân Bình,Kinh tế số,K65,2.7,116,Khá tích cực
SV20211140,Đặng Linh My,Công nghệ thông tin,K66,2.7,81,Khá tích cực
SV20211141,Nguyễn Bình Giang,Công nghệ thông tin,K64,2.8,90,Khá tích cực
SV20211142,Đỗ An Hải,Công nghệ thông tin,K65,2.7,62,Khá tích cực
SV20211143,Hồ Hương Phúc,Kinh tế số,K66,2.7,88,Khá tích cực
SV20211144,Hồ Quân Hân,Công nghệ thông tin,K64,3.3,86,Khá
SV20211145,Bùi Vy Hà,Kinh tế số,K65,2.9,87,Khá tích cực
SV20211146,Trần My Ngọc,Công nghệ thông tin,K66,2.7,60,Khá tích cực
SV20211147,Hoàng Linh Quân,Kinh tế số,K64,1.9,44,Cần cải thiện
SV20211148,Lê Linh Khánh,Công nghệ thông tin,K65,3.2,91,Khá
SV20211149,Hồ Khánh Dũng,Kinh tế số,K66,3.1,95,Khá tích cực
SV20211150,Bùi My Long,Công nghệ thông tin,K64,2.2,75,Cần cải thiện
SV20211151,Bùi Nam Ngọc,Công nghệ thông tin,K65,2.7,100,Khá tích cực
SV20211152,Bùi Nam Nam,Kỹ thuật dữ liệu,K66,2.3,78,Cần cải thiện
SV20211153,Hoàng Linh Long,Công nghệ thông tin,K64,3.7,125,Xuất sắc
SV20211154,Nguyễn Khánh An,Công nghệ thông tin,K65,2.8,108,Khá tích cực
SV20211155,Lê Giang Lan,Công nghệ thông tin,K66,2.7,86,Khá tích cực
SV20211156,Đỗ Minh Trang,Công nghệ thông tin,K64,2.5,64,Khá tích cực
SV20211157,Vũ My Long,Kinh tế số,K65,3.2,108,Khá
SV20211158,Phạm Trang Lan,Kinh tế số,K66,3.9,108,Xuất sắc
SV20211159,Phạm Hải Lan,Kinh tế số,K64,2.8,72,Khá tích cực
SV20211160,Đỗ My Hải,Công nghệ thông tin,K65,2.6,93,Khá tích cực
SV20211161,Vũ Minh Linh,Công nghệ thông tin,K66,1.8,54,Cần cải thiện
SV20211162,Lê Chi Quân,Kỹ thuật dữ liệu,K64,2.9,110,Khá tích cực
SV20211163,Đặng Giang Hân,Công nghệ thông tin,K65,2.9,80,Khá tích cực
SV20211164,Bùi Trang Vy,Công nghệ thông tin,K66,2.8,59,Khá tích cực
SV20211165,Trần Trang Hà,Kỹ thuật dữ liệu,K64,3.0,103,Khá tích cực
SV20211166,Phạm Hải Hà,Công nghệ thông tin,K65,2.4,100,Cần cải thiện
SV20211167,Nguyễn Chi Dũng,Kinh tế số,K66,3.1,80,Khá tích cực
SV20211168,Hoàng Long Hân,Công nghệ thông tin,K64,3.2,89,Khá
SV20211169,Nguyễn Chi Hải,Công nghệ thông tin,K65,2.1,80,Cần cải thiện
SV20211170,Hồ An Long,Công nghệ thông tin,K66,1.7,54,Cần cải thiện
SV20211171,Vũ Hương Phúc,Kỹ thuật dữ liệu,K64,2.9,90,Khá tích cực
SV20211172,Vũ Quân Giang,Kinh tế số,K65,3.1,69,Khá tích cực
SV20211173,Hồ An Vy,Công nghệ thông tin,K66,2.9,87,Khá tích cực
SV20211174,Nguyễn Chi An,Kỹ thuật dữ liệu,K64,2.1,89,Cần cải thiện
SV20211175,Nguyễn Quân Hà,Kỹ thuật dữ liệu,K65,2.5,82,Khá tích cực
SV20211176,Đặng Bình Nam,Kinh tế số,K66,3.6,77,Xuất sắc
SV20211177,Đỗ Minh Khánh,Công nghệ thông tin,K64,3.0,100,Khá tích cực
SV20211178,Phạm Hải Chi,Công nghệ thông tin,K65,2.9,96,Khá tích cực
SV20211179,Nguyễn Minh Quân,Công nghệ thông tin,K66,2.5,64,Khá tích cực
SV20211180,Nguyễn Long Minh,Công nghệ thông tin,K64,2.6,88,Khá tích cực
SV20211181,Phạm Dũng Minh,Kỹ thuật dữ liệu,K65,3.0,99,Khá tích cực
SV20211182,Đỗ Linh Lan,Công nghệ thông tin,K66,3.2,97,Khá
SV20211183,Hoàng Hân Quân,Công nghệ thông tin,K64,2.4,35,Cần cải thiện
SV20211184,Vũ Phúc Long,Công nghệ thông tin,K65,2.3,69,Cần cải thiện
SV20211185,Đỗ Linh Lan,Công nghệ thông tin,K66,2.1,48,Cần cải thiện
SV20211186,Trần Khánh Minh,Công nghệ thông tin,K64,2.1,69,Cần cải thiện
SV20211187,Lê Hà Dũng,Công nghệ thông tin,K65,3.0,102,Khá tích cực
SV20211188,Lê Hà An,Công nghệ thông tin,K66,2.5,97,Khá tích cực
SV20211189,Hoàng Chi Minh,Kinh tế số,K64,2.1,102,Cần cải thiện
SV20211190,Đỗ Hà Bình,Công nghệ thông tin,K65,3.1,106,Khá tích cực
SV20211191,Đặng Hà Vy,Công nghệ thông tin,K66,2.1,91,Cần cải thiện
SV20211192,Đỗ Linh Bình,Công nghệ thông tin,K64,2.2,61,Cần cải thiện
SV20211193,Đỗ Dũng Hân,Công nghệ thông tin,K65,2.3,78,Cần cải thiện
SV20211194,Bùi Nam Linh,Công nghệ thông tin,K66,3.3,101,Khá
SV20211195,Đỗ Trang Hân,Công nghệ thông tin,K64,3.0,93,Khá tích cực
SV20211196,Phạm Hải Nam,Công nghệ thông tin,K65,3.0,73,Khá tích cực
SV20211197,Trần Vy An,Công nghệ thông tin,K66,2.7,75,Khá tích cực
SV20211198,Hồ Nam Hân,Kinh tế số,K64,3.0,101,Khá tích cực
SV20211199,Trần Giang Long,Kinh tế số,K65,3.8,104,Xuất sắc
SV20211200,Nguyễn Khánh Ngọc,Công nghệ thông tin,K66,2.9,77,Khá tích cực
SV20211201,Đỗ Hà My,Kỹ thuật dữ liệu,K64,2.9,62,Khá tích cực
SV20211202,Trần Vy Khánh,Công nghệ thông tin,K65,3.1,88,Khá tích cực
SV20211203,Bùi Lan Linh,Kỹ thuật dữ liệu,K66,2.8,74,Khá tích cực
SV20211204,Hoàng Giang Giang,Công nghệ thông tin,K64,2.7,72,Khá tích cực
SV20211205,Vũ Nam Chi,Công nghệ thông tin,K65,2.9,117,Khá tích cực
SV20211206,Đặng Trang Nam,Công nghệ thông tin,K66,3.1,70,Khá tích cực
SV20211207,Trần Hải Nam,Công nghệ thông tin,K64,2.3,44,Cần cải thiện
SV20211208,Vũ Quân An,Công nghệ thông tin,K65,2.5,84,Khá tích cực
SV20211209,Lê Nam Phúc,Công nghệ thông tin,K66,2.8,78,Khá tích cực
SV20211210,Lê Minh Hân,Kỹ thuật dữ liệu,K64,2.1,51,Cần cải thiện
SV20211211,Hoàng Dũng Trang,Công nghệ thông tin,K65,3.0,123,Khá tích cực
SV20211212,Phạm An My,Kinh tế số,K66,2.6,75,Khá tích cực
SV20211213,Trần Vy Hương,Công nghệ thông tin,K64,2.9,89,Khá tích cực
SV20211214,Hồ Quân Trang,Kinh tế số,K65,3.0,73,Khá tích cực
SV20211215,Lê Vy Giang,Công nghệ thông tin,K66,3.3,98,Khá
SV20211216,Nguyễn Khánh Minh,Công nghệ thông tin,K64,2.5,71,Khá tích cực
SV20211217,Hồ My Ngọc,Kỹ thuật dữ liệu,K65,2.5,68,Khá tích cực
SV20211218,Vũ Nam Vy,Công nghệ thông tin,K66,2.2,50,Cần cải thiện
SV20211219,Trần Khánh Khánh,Công nghệ thông tin,K64,2.7,86,Khá tích cực
SV20211220,Vũ Trang Trang,Công nghệ thông tin,K65,3.6,111,Xuất sắc
SV20211221,Vũ Hải Trang,Kinh tế số,K66,2.2,66,Cần cải thiện
SV20211222,Vũ My Hải,Kinh tế số,K64,2.8,78,Khá tích cực
SV20211223,Lê Hân Trang,Công nghệ thông tin,K65,2.4,86,Cần cải thiện
SV20211224,Trần Giang Minh,Công nghệ thông tin,K66,3.2,85,Khá
SV20211225,Nguyễn Linh Trang,Công nghệ thông tin,K64,1.9,63,Cần cải thiện
SV20211226,Đặng Khánh Hải,Công nghệ thông tin,K65,2.5,67,Khá tích cực
SV20211227,Trần My Khánh,Công nghệ thông tin,K66,2.3,74,Cần cải thiện
SV20211228,Hồ Hân Lan,Công nghệ thông tin,K64,3.1,85,Khá tích cực
SV20211229,Hoàng Vy Bình,Kỹ thuật dữ liệu,K65,2.3,69,Cần cải thiện
SV20211230,Hồ Bình Quân,Công nghệ thông tin,K66,3.2,112,Khá
SV20211231,Đặng Hải Giang,Công nghệ thông tin,K64,2.9,86,Khá tích cực
SV20211232,Bùi Ngọc My,Công nghệ thông tin,K65,2.5,100,Khá tích cực
SV20211233,Phạm Giang Nam,Kinh tế số,K66,1.9,69,Cần cải thiện
SV20211234,Phạm Hà Quân,Công nghệ thông tin,K64,3.1,121,Khá tích cực
SV20211235,Phạm Phúc Ngọc,Công nghệ thông tin,K65,2.1,68,Cần cải thiện
SV20211236,Hồ Nam Chi,Kỹ thuật dữ liệu,K66,2.2,50,Cần cải thiện
